"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","1.2846739","0","0","0","0","55.2852"
"True","1","1.2775104","0","1","0","0","89.2631"
"True","2","1.2907577","0","1","0","0","87.6635"
"False","2","1.3351514","0","0","0","0","59.3784"
"False","3","1.3357661","0","0","0","0","58.1717"
"True","3","1.2919088","0","1","0","0","88.1187"
