"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","1.2159873","0","0","0","0","54.1288"
"True","1","1.1294872","0","1","0","0","52.656"
"True","2","1.1152989","0","1","0","0","51.8823"
"False","2","1.1321606","0","0","0","0","56.7063"
"False","3","1.1092888","0","0","0","0","51.5193"
"True","3","1.119036","0","1","0","0","54.0711"
