"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","1.3201863","0","0","0","0","75.3204"
"True","1","1.298841","0","3","0","0","60.2857"
"True","2","1.302931","0","3","0","0","76.9658"
"False","2","1.1986089","0","0","0","0","65.4391"
"False","3","1.2263588","0","0","0","0","69.6501"
"True","3","1.212061","0","3","0","0","58.9827"
