"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","2.3959105","0","0","0","0","309.8609"
"True","1","2.4313034","0","24","0","0","342.4572"
"True","2","2.6249394","0","24","0","0","308.1974"
"False","2","2.3698343","0","0","0","0","322.249"
"False","3","2.6318912","0","0","0","0","287.242"
"True","3","2.4999665","0","24","0","0","339.4204"
