"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","0.9753238","0","0","0","0","61.4163"
"True","1","1.013109","0","0","0","1","64.4914"
"True","2","0.9836085","0","0","0","1","62.8135"
"False","2","0.9880463","0","0","0","0","61.0936"
"False","3","0.9735995","0","0","0","0","61.1439"
"True","3","0.9778193","0","0","0","1","62.9043"
