"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","1.6006189","0","0","0","0","60.6853"
"True","1","1.6717181","0","2","0","0","91.9867"
"True","2","1.6353702","0","2","0","0","93.7117"
"False","2","1.6317055","0","0","0","0","59.9066"
"False","3","1.6064613","0","0","0","0","61.1164"
"True","3","1.6188477","0","2","0","0","91.7427"
