"cache","iteration","seconds","exitCode","hits","misses","bypasses"
"False","1","19.6812798","0","0","0","0"
"True","1","20.0924161","0","202","0","0"
"True","2","19.3278782","0","202","0","0"
"False","2","19.0468077","0","0","0","0"
"False","3","19.1527578","0","0","0","0"
"True","3","19.7892146","0","202","0","0"
"True","4","19.7459082","0","202","0","0"
"False","4","19.4256291","0","0","0","0"
"False","5","20.0300431","0","0","0","0"
"True","5","19.4489856","0","202","0","0"
