"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","1.1613604","0","0","0","0","66.9529"
"True","1","1.1707755","0","3","0","0","55.7642"
"True","2","1.1489748","0","3","0","0","54.381"
"False","2","1.2270679","0","0","0","0","70.27"
"False","3","1.1989147","0","0","0","0","67.0095"
"True","3","1.1614519","0","3","0","0","70.0711"
