"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","1.0857318","0","0","0","0","52.4301"
"True","1","1.0893624","0","1","0","0","51.168"
"True","2","1.1209675","0","1","0","0","54.6653"
"False","2","1.1217753","0","0","0","0","54.116"
"False","3","1.0933616","0","0","0","0","53.6729"
"True","3","1.1106217","0","1","0","0","51.5128"
