"cache","iteration","seconds","exitCode","hits","misses","bypasses","rarMilliseconds"
"False","1","1.2162984","0","0","0","0","68.527"
"True","1","1.1533284","0","3","0","0","55.985"
"True","2","1.1405507","0","3","0","0","54.9573"
"False","2","1.1426221","0","0","0","0","68.7428"
"False","3","1.1526113","0","0","0","0","66.6486"
"True","3","1.1312922","0","3","0","0","53.8221"
